time,pitch,truePitch,volume,motorPower
1621174026.359546,-1.0,75.92995751417905,0.0,0.0
1621174026.4246056,-1.0,71.62331688917907,0.0,0.0
1621174026.4780347,-1.0,70.92648779832093,6.165530518481565e-09,0.0
1621174026.5281043,-1.0,60.80588232957095,7.3617506748169014e-09,0.0
1621174026.5825438,-1.0,292.769312982929,1.0209555879990854e-08,0.0
1621174026.6354778,-1.0,73.29514014207093,7.3617506748169014e-09,0.0
1621174026.6906705,-1.0,71.83864892042905,7.3617506748169014e-09,0.0
1621174026.7429633,-1.0,76.79128563917905,4.6705596995656305e-09,0.0
1621174026.7980592,-1.0,73.72580420457095,3.5504699060204732e-09,0.0
1621174026.8503652,-1.0,74.15646826707095,3.5504699060204732e-09,0.0
1621174026.9068692,-1.0,105.43044579542904,3.5504699060204732e-09,0.0
1621174026.959158,-1.0,59.94455420457094,4.358213752819875e-09,0.0
1621174027.0136838,-1.0,66.18918311082095,5.6283421491873255e-09,0.0
1621174027.0662863,-1.0,73.77663720167905,8.622813726333489e-09,0.0
1621174027.1212885,-1.0,72.91530907667905,1.9271425564103122e-08,0.0
1621174027.173776,-1.0,75.23312842332093,1.9271425564103122e-08,0.0
1621174027.2301364,-1.0,73.56130517042904,1.9271425564103122e-08,0.0
1621174027.2839127,-1.0,145.69753563917905,1.1019036232982896e-08,0.0
1621174027.3369915,-1.0,74.37180029832093,4.4548056375424045e-09,0.0
1621174027.3938391,-1.0,63.38986670457095,4.4548056375424045e-09,0.0
1621174027.4468267,-1.0,92.02902686082095,4.4548056375424045e-09,0.0
1621174027.5009832,-1.0,151.08083642042908,1.3692607987734926e-08,0.0
1621174027.5525818,-1.0,131.91628563917908,2.3905955870130263e-07,0.0
1621174027.601758,-1.0,107.74826514207093,2.3905955870130263e-07,0.0
1621174027.6531374,-1.0,175.79318701707092,2.3905955870130263e-07,0.0
1621174027.705547,-1.0,74.63796532667904,8.54884258514311e-08,0.0
1621174027.7567322,-1.0,159.04812157667905,2.1640296546320074e-08,0.0
1621174027.8101869,-1.0,143.92404639207092,2.1640296546320074e-08,0.0
1621174027.8617442,-1.0,99.61648095167907,1.1988249596383988e-08,0.0
1621174027.9142132,-1.0,109.09109032667905,8.180609826296936e-09,0.0
1621174027.9655423,-1.0,60.85671532667905,7.397570660727706e-09,0.0
1621174028.0187142,-1.0,62.09787451707094,6.009950794716327e-09,0.0
1621174028.0701685,-1.0,65.32785498582093,5.170732065771997e-09,0.0
