time,pitch,truePitch,volume,motorPower
1621174762.840178,98.70431982957095,98.53982079542905,1.5322312091747783e-05,7.438704051128715
1621174762.9050846,98.70431982957095,98.05832373582093,9.219440873166519e-06,7.438704051128715
1621174762.961442,98.53982079542905,97.89382470167904,7.998634739490847e-06,7.5045036647854735
1621174763.0168083,98.05832373582093,97.67849267042905,7.737498634938231e-06,7.680652585214531
1621174763.0739188,-1.0,97.41232764207095,5.377268901914444e-06,0.0
1621174763.1296191,-1.0,97.19699561082093,4.639641495689827e-06,0.0
1621174763.1936336,-1.0,97.24782860792907,4.50415716346555e-06,0.0
1621174763.2552373,-1.0,96.98166357957095,3.949828195088134e-06,0.0
1621174763.3172555,-1.0,96.76633154832093,3.355741597582092e-06,0.0
1621174763.3717794,-1.0,96.76633154832093,2.906310136587023e-06,0.0
1621174763.4274144,-1.0,67.96267235792905,2.4193221953283456e-06,0.0
1621174763.4769711,-1.0,73.56130517042904,2.207124361471015e-06,0.0
1621174763.5270681,-1.0,77.86794579542905,2.288512383644692e-07,0.0
1621174763.5760038,-1.0,85.83523095167905,3.488813625832503e-08,0.0
1621174763.6356697,-1.0,62.09787451707094,3.488813625832503e-08,0.0
1621174763.6961172,-1.0,79.80593407667905,3.488813625832503e-08,0.0
1621174763.7534828,-1.0,167.44607079542902,9.636498983652694e-08,0.0
1621174763.8047087,-1.0,163.30392920457092,1.2962850996526844e-07,0.0
1621174763.8624046,-1.0,137.73025048292902,1.419717731056875e-07,0.0
1621174763.9146085,-1.0,141.17556298292905,1.7570283399260638e-07,0.0
1621174763.9693718,-1.0,69.20383154832093,3.076101196542095e-07,0.0
1621174764.0212877,-1.0,67.26584326707093,1.1978294486937484e-06,0.0
1621174764.081449,-1.0,133.85427392042908,1.243072793760851e-06,0.0
1621174764.1351564,-1.0,129.28146826707095,1.6904087033478998e-06,0.0
1621174764.190722,-1.0,116.36154639207092,1.243072793760851e-06,0.0
1621174764.2432714,-1.0,143.11355126417908,1.243072793760851e-06,0.0
1621174764.2994425,-1.0,73.99196923292907,1.4663626294985633e-07,0.0
1621174764.3528907,-1.0,73.94113623582093,1.3146879189118639e-08,0.0
1621174764.40803,-1.0,195.65456688917905,1.3090671219705162e-08,0.0
1621174764.458393,-1.0,174.50119482957092,8.762812526939911e-09,0.0
1621174764.5160723,-1.0,62.95920264207094,5.246669706249207e-09,0.0
1621174764.578986,-1.0,103.92312157667907,5.246669706249207e-09,0.0
1621174764.6328323,-1.0,103.65695654832095,8.762812526939911e-09,0.0
